name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes,age
Fabio Mello,11,8,0,165.1,70.31,182.88,Southpaw,0.86,35.0,3.94,50.0,0.0,0.0,0.0,0.0,39.0
Rosi Sexton,13,5,0,160.02,61.23,182.88,Orthodox,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0,48.0
Claudio Ribeiro,11,4,0,185.42,83.91,195.58,Orthodox,4.65,57.0,3.34,31.0,0.76,50.0,75.0,0.0,33.0
Dave Rickels,18,4,0,180.34,70.31,182.88,Unknown,4.29,59.0,5.53,42.0,0.0,0.0,25.0,0.0,39.0
Ben Reiter,17,2,1,190.5,83.91,182.88,Unknown,1.8,46.0,1.53,54.0,7.0,43.0,0.0,0.0,42.0
Ryan Madigan,5,3,0,182.88,77.11,182.88,Orthodox,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,39.0
Joey Roberts,4,3,0,187.96,90.72,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Felix Lee Mitchell,2,7,0,177.8,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Richie Smullen,3,1,1,175.26,70.31,172.72,Orthodox,1.98,77.0,2.26,65.0,8.49,66.0,0.0,0.0,34.0
Alberta Cerra Leon,0,1,0,172.72,107.95,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Andrew Todhunter,8,0,0,182.88,83.91,182.88,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
Horacio Gutierrez,4,3,0,177.8,65.77,182.88,Unknown,0.86,26.0,2.91,46.0,0.0,0.0,50.0,0.0,36.0
Kolton Englund,9,4,0,177.8,70.31,175.26,Orthodox,2.31,25.0,11.54,40.0,0.0,0.0,0.0,0.0,32.0
Wagner Silva,6,3,0,182.88,77.11,182.88,Orthodox,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0,38.0
Kevin Knabjian,12,7,1,177.8,77.11,182.88,Orthodox,0.0,0.0,15.56,22.0,0.0,0.0,100.0,0.0,41.0
Alonzo Martinez,42,20,1,177.8,70.31,182.88,Unknown,3.07,27.0,7.33,52.0,0.0,0.0,0.0,0.0,39.0
Taiyilake Nueraji,9,1,0,187.96,77.11,190.5,Southpaw,11.01,48.0,7.39,58.0,0.0,0.0,0.0,0.0,24.0
Jorge Ortiz,18,9,1,182.88,83.91,182.88,Orthodox,3.53,58.0,2.8,73.0,0.0,0.0,0.0,0.0,42.0
Mark Madsen,12,2,0,172.72,70.31,182.88,Orthodox,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,41.0
Ahmad Hassanzada,10,2,0,185.42,70.31,190.5,Orthodox,2.59,34.0,4.42,40.0,2.5,22.0,0.0,0.0,29.0
Josh San Diego,8,3,0,177.8,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Eric Galvan,0,0,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Rafael Fiziev,12,3,0,172.72,70.31,180.34,Switch,4.9,51.0,4.97,49.0,0.29,40.0,89.0,0.0,32.0
Matt Pedro,3,1,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
JJ Okanovich,7,1,0,180.34,70.31,193.04,Orthodox,6.93,55.0,5.27,50.0,0.0,0.0,100.0,0.0,35.0
Abu Azaitar,14,4,1,175.26,83.91,193.04,Orthodox,4.38,43.0,4.32,51.0,1.0,37.0,42.0,0.0,39.0
Ariel Gandulla,7,9,0,180.34,92.99,182.88,Orthodox,1.95,23.0,2.07,72.0,1.88,66.0,0.0,0.0,57.0
Brandon Polcare,1,1,0,177.8,56.7,182.88,Unknown,0.43,50.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Dave Courchaine,20,7,0,172.72,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Johnny Rhodes,2,1,0,182.88,95.25,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Pat Benson,3,5,3,175.26,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Vitaly Minakov,20,0,0,187.96,112.94,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Byron Bloodworth,6,3,0,172.72,61.23,182.88,Orthodox,1.82,28.0,5.18,50.0,0.0,0.0,0.0,0.0,42.0
Cameron VanCamp,15,7,1,187.96,70.31,187.96,Switch,5.31,47.0,6.41,40.0,0.0,0.0,0.0,0.0,32.0
Ronald Carillo,4,2,0,177.8,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Steve White,1,4,0,180.34,79.38,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Stephen Ledbetter,8,3,0,175.26,65.77,182.88,Orthodox,1.2,38.0,1.6,57.0,5.0,45.0,100.0,0.0,43.0
Kengo Watanabe,8,13,3,193.04,99.79,182.88,Orthodox,0.6,40.0,3.4,35.0,1.0,100.0,37.0,0.0,49.0
Augusto Mendes,6,2,0,167.64,61.23,165.1,Orthodox,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,42.0
Josh McDonald,9,5,0,177.8,83.91,182.88,Unknown,0.8,57.0,3.4,33.0,9.0,50.0,0.0,0.0,42.0
Ike Villanueva,18,14,0,185.42,92.99,185.42,Orthodox,3.66,38.0,7.24,36.0,0.6,50.0,100.0,0.0,41.0
Kenji Arai,15,15,5,177.8,65.77,182.88,Southpaw,8.79,27.0,10.29,39.0,0.0,0.0,0.0,0.0,46.0
Felipe Pena,0,0,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Waachiim Spiritwolf,12,13,1,172.72,77.11,182.88,Unknown,10.0,100.0,10.0,0.0,0.0,0.0,0.0,0.0,39.0
Norman Parke,23,6,1,180.34,70.31,177.8,Southpaw,3.06,35.0,2.88,64.0,1.98,26.0,77.0,0.0,39.0
Alan Baudot,8,3,0,190.5,110.22,200.66,Orthodox,5.36,58.0,4.82,46.0,0.0,0.0,62.0,0.0,37.0
Guilherme Viana,7,3,0,193.04,92.99,182.88,Unknown,2.92,40.0,2.72,59.0,1.2,66.0,77.0,0.0,44.0
Manuel Gaxhja,7,0,0,172.72,70.31,182.88,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0
Jairzinho Rozenstruik,13,5,0,187.96,109.77,198.12,Orthodox,2.81,45.0,3.15,45.0,0.0,0.0,73.0,0.0,37.0
Tanner Boser,21,10,1,187.96,92.99,190.5,Orthodox,4.7,52.0,2.75,58.0,0.0,0.0,63.0,0.0,34.0
Eldari Kurtanidze,0,1,0,167.64,106.59,182.88,Orthodox,0.47,20.0,3.72,60.0,0.0,0.0,0.0,0.0,53.0
Jesus Pinedo,16,5,1,177.8,70.31,182.88,Southpaw,3.23,38.0,4.37,52.0,2.5,100.0,100.0,0.0,29.0
Mitch Raposo,5,1,0,165.1,56.7,162.56,Switch,2.57,25.0,3.18,56.0,3.67,66.0,0.0,0.0,27.0
Gary Frazier,3,3,0,182.88,111.13,182.88,Orthodox,1.5,39.0,2.77,46.0,0.0,0.0,100.0,0.0,45.0
Francois Botha,0,1,0,187.96,117.93,182.88,Orthodox,0.0,0.0,1.05,77.0,0.0,0.0,0.0,0.0,57.0
Todd Butler,1,4,0,185.42,90.72,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Kelly Kobold,19,3,1,167.64,61.23,182.88,Orthodox,2.33,21.0,4.11,59.0,1.67,11.0,0.0,0.0,42.0
John Lewis,3,4,3,182.88,70.31,182.88,Southpaw,0.0,0.0,4.0,66.0,0.0,0.0,0.0,0.0,39.0
Andrew Ramm,4,4,0,185.42,72.57,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Ruben Villareal,22,28,3,193.04,120.2,182.88,Orthodox,5.18,53.0,4.86,35.0,0.0,0.0,0.0,0.0,55.0
Doug Kay,0,0,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
David Smith,5,1,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Micheal Gillmore,6,5,0,180.34,77.11,182.88,Orthodox,2.04,57.0,3.02,43.0,0.0,0.0,50.0,0.0,38.0
Fabio Cherant,7,4,0,185.42,92.99,187.96,Southpaw,1.35,40.0,4.89,38.0,0.0,0.0,0.0,0.0,31.0
Mayana Kellem,7,1,0,165.1,61.23,182.88,Orthodox,1.94,22.0,2.9,62.0,0.0,0.0,0.0,0.0,44.0
Puja Tomar,8,4,0,177.8,52.16,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Elvis Mutapcic,15,6,1,182.88,83.91,182.88,Orthodox,3.41,40.0,4.27,38.0,0.0,0.0,81.0,0.0,39.0
Alexander Sarnavskiy,35,6,0,180.34,70.31,182.88,Unknown,1.43,66.0,2.06,42.0,0.0,0.0,75.0,0.0,39.0
Joe Merritt,7,2,0,182.88,77.11,182.88,Orthodox,1.53,58.0,0.73,66.0,0.0,0.0,68.0,0.0,41.0
Aliev Makhmud,0,1,0,167.64,88.45,182.88,Southpaw,1.12,30.0,2.24,36.0,2.1,50.0,0.0,0.0,55.0
Brad Gumm,10,6,1,180.34,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Adrian Diaz,11,4,1,177.8,65.77,182.88,Southpaw,0.48,42.0,3.84,51.0,2.4,50.0,0.0,0.0,37.0
Feng Pengchao,15,9,1,177.8,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Jordan Radev,23,5,0,170.18,83.91,182.88,Southpaw,1.35,23.0,2.38,66.0,0.0,0.0,80.0,0.0,49.0
Tadao Yasuda,2,4,0,193.04,140.61,182.88,Orthodox,2.7,73.0,0.85,60.0,0.75,14.0,0.0,0.0,62.0
Young Hwang,8,5,0,175.26,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Xue Do Won,0,1,0,170.18,74.84,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Drew Pendleton,5,0,0,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Matt Andersen,14,8,1,187.96,104.33,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0
Estefani Almeida,7,3,0,162.56,56.7,182.88,Orthodox,3.13,37.0,6.07,42.0,0.0,0.0,0.0,0.0,37.0
Thomas Campbell,3,3,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Kevin Roddy,15,16,1,180.34,65.77,182.88,Unknown,2.64,30.0,2.38,60.0,0.0,0.0,50.0,0.0,36.0
David Avellan,2,1,0,175.26,83.91,182.88,Orthodox,3.33,25.0,10.0,57.0,0.0,0.0,0.0,0.0,42.0
Ashkan Mokhtarian,13,3,0,167.64,56.7,170.18,Southpaw,1.95,43.0,3.66,43.0,0.54,16.0,33.0,0.0,40.0
Koyomi Matsushima,13,6,0,170.18,65.77,167.64,Orthodox,2.7,47.0,2.83,59.0,9.0,52.0,33.0,0.0,33.0
Marco Ruas,9,4,2,185.42,95.25,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
Brett Rogers,17,10,0,195.58,120.2,205.74,Orthodox,3.17,44.0,3.2,46.0,0.0,0.0,58.0,0.0,44.0
Brianna Fortino,9,3,0,152.4,52.16,157.48,Southpaw,3.53,41.0,3.23,57.0,2.5,45.0,66.0,0.0,32.0
Devin Cole,20,10,1,193.04,108.86,182.88,Orthodox,3.5,55.0,2.14,48.0,2.18,42.0,66.0,0.0,49.0
Ryan Stonitsch,8,1,0,175.26,77.11,182.88,Southpaw,2.53,36.0,2.53,71.0,0.0,0.0,0.0,0.0,48.0
Rodney Faverus,25,20,3,182.88,97.52,182.88,Southpaw,2.3,53.0,1.6,54.0,4.5,100.0,25.0,0.0,44.0
James Mulheron,11,2,0,177.8,110.22,185.42,Orthodox,2.4,31.0,3.47,42.0,0.0,0.0,25.0,0.0,37.0
Jonny Carson,11,7,0,177.8,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Nick Hein,14,5,0,167.64,70.31,167.64,Southpaw,2.65,35.0,3.61,59.0,0.86,33.0,83.0,0.0,41.0
Adam Hunter,7,1,0,185.42,83.91,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Mark Cherico,11,1,0,170.18,65.77,175.26,Orthodox,3.69,34.0,7.37,56.0,5.03,50.0,0.0,0.0,39.0
Nick Nolte,5,4,0,182.88,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Kyu Sung Kim,12,5,0,177.8,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Gleristone Santos,33,7,0,175.26,65.77,182.88,Unknown,3.4,31.0,4.4,64.0,0.0,0.0,75.0,0.0,36.0
Emily Ducote,13,8,0,157.48,52.16,160.02,Orthodox,6.93,48.0,7.98,56.0,0.25,14.0,92.0,0.0,31.0
Andy Waters,1,2,0,182.88,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Jason Gilliam,14,9,0,182.88,77.11,182.88,Orthodox,0.79,33.0,3.14,42.0,0.0,0.0,0.0,0.0,39.0
Johnny Cisneros,9,6,0,180.34,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Art Jimmerson,0,1,0,185.42,88.9,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
Justin Hawes,6,9,0,180.34,92.99,182.88,Unknown,0.0,0.0,3.41,37.0,0.0,0.0,0.0,0.0,44.0
Art Santore,18,8,0,187.96,83.91,182.88,Unknown,1.4,12.0,7.31,52.0,0.0,0.0,100.0,0.0,42.0
Charlie Ward,3,3,0,180.34,77.11,182.88,Orthodox,1.64,19.0,7.21,53.0,0.0,0.0,0.0,0.0,45.0
Jianping Yang,11,4,1,170.18,65.77,182.88,Orthodox,1.4,26.0,2.07,65.0,1.0,25.0,33.0,0.0,37.0
Tony Halme,0,4,0,190.5,136.08,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0
Clint Hester,11,6,0,187.96,92.99,195.58,Orthodox,3.36,42.0,3.44,56.0,1.02,35.0,60.0,0.0,39.0
Bas Rutten,28,4,1,185.42,92.99,182.88,Orthodox,5.59,61.0,2.06,79.0,0.0,0.0,0.0,0.0,60.0
Frank Camacho,22,10,0,177.8,70.31,185.42,Orthodox,6.56,46.0,7.44,51.0,1.11,31.0,73.0,0.0,36.0
Sheymon Moraes,11,4,0,172.72,65.77,182.88,Orthodox,3.0,42.0,3.64,63.0,0.0,0.0,53.0,0.0,35.0
Ian McCall,13,5,1,165.1,56.7,162.56,Orthodox,3.59,39.0,3.25,67.0,2.08,30.0,88.0,0.0,41.0
Jonathan Wilson,7,3,0,187.96,92.99,190.5,Southpaw,2.92,48.0,5.65,56.0,0.37,100.0,80.0,0.0,38.0
Julio Cesar Neves Jr.,33,1,0,172.72,65.77,182.88,Unknown,1.98,35.0,4.81,51.0,1.06,25.0,76.0,0.0,36.0
Hisaki Kato,8,2,0,182.88,83.91,182.88,Unknown,2.8,48.0,1.72,68.0,1.62,100.0,0.0,0.0,42.0
Karol Rosa,17,5,0,165.1,61.23,170.18,Orthodox,5.43,55.0,4.17,48.0,1.38,47.0,68.0,0.0,31.0
Bao Quach,19,10,1,160.02,65.77,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
Alex Soto,8,3,1,172.72,61.23,182.88,Southpaw,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0,41.0
Richie Hightower,8,4,0,172.72,77.11,182.88,Orthodox,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0,51.0
Chris Hawk,5,10,0,185.42,92.99,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Fabio Aguiar,17,1,0,182.88,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Salvador Woods,8,17,0,180.34,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Terrence Mitchell,14,4,0,177.8,61.23,187.96,Orthodox,2.21,34.0,8.85,41.0,3.69,50.0,0.0,0.0,36.0
Thomas Paull,11,4,0,170.18,70.31,170.18,Orthodox,7.33,33.0,8.67,64.0,0.0,0.0,0.0,0.0,31.0
Paulo Costa,14,2,0,185.42,83.91,182.88,Orthodox,6.5,60.0,6.38,47.0,0.53,75.0,79.0,0.0,34.0
Josh Bryant,15,4,0,177.8,83.91,182.88,Orthodox,1.1,20.0,6.1,43.0,0.0,0.0,0.0,0.0,45.0
Ravena Oliveira,7,2,1,165.1,61.23,165.1,Orthodox,1.0,48.0,1.2,48.0,2.0,66.0,62.0,0.0,28.0
Ed Ratcliff,7,3,0,177.8,70.31,180.34,Orthodox,2.71,38.0,2.96,63.0,0.28,16.0,53.0,0.0,42.0
Maheshate,9,3,0,182.88,70.31,180.34,Orthodox,2.91,26.0,4.86,49.0,0.0,0.0,45.0,0.0,26.0
Luke Jumeau,13,5,0,180.34,77.11,182.88,Orthodox,2.93,43.0,3.17,58.0,0.25,100.0,86.0,0.0,37.0
Stephanie Webber,2,2,0,167.64,61.23,182.88,Unknown,0.91,80.0,3.85,15.0,6.79,40.0,0.0,0.0,36.0
Bob Cook,5,0,0,175.26,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Alex Enlund,14,2,0,177.8,65.77,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0
Dariya Zheleznykova,8,1,0,177.8,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Davi Bittencourt,14,4,0,165.1,61.23,165.1,Orthodox,4.15,66.0,1.51,46.0,14.15,33.0,0.0,0.0,31.0
Francimar Barroso,19,7,0,185.42,92.99,190.5,Orthodox,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,45.0
Abubakar Nurmagomedov,17,4,1,180.34,77.11,182.88,Orthodox,2.78,53.0,2.61,65.0,1.25,22.0,88.0,0.0,36.0
Kerry Schall,24,13,0,187.96,120.2,182.88,Orthodox,0.94,11.0,4.84,63.0,0.0,0.0,0.0,0.0,54.0
Eddie Ruiz,1,1,0,170.18,70.31,182.88,Orthodox,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0,58.0
Raul Sandoval,3,3,0,177.8,58.97,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Justin Gaethje,25,4,0,180.34,70.31,177.8,Orthodox,7.35,60.0,7.5,53.0,0.13,25.0,75.0,0.0,37.0
Daniel Acacio,30,18,0,172.72,81.65,182.88,Orthodox,3.52,36.0,2.85,62.0,0.33,20.0,81.0,0.0,48.0
Greg Rebello,24,8,0,182.88,108.86,185.42,Southpaw,2.61,39.0,2.92,58.0,0.0,0.0,0.0,0.0,43.0
Andrey Koreshkov,19,2,0,182.88,77.11,182.88,Unknown,2.84,39.0,1.92,63.0,4.8,53.0,0.0,0.0,39.0
Erik Silva,9,2,0,175.26,65.77,180.34,Orthodox,2.17,71.0,1.58,40.0,3.94,80.0,71.0,0.0,38.0
Geza Kalman,4,9,0,185.42,90.72,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0
Sean Gannon,2,1,0,190.5,120.2,182.88,Southpaw,0.0,0.0,6.38,28.0,0.0,0.0,50.0,0.0,48.0
Dustin Moore,0,2,0,162.56,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Cesar Marscucci,3,2,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Wayne Phillips,7,7,0,177.8,83.91,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Jennifer Gonzalez,13,5,0,157.48,56.7,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0
Ryan MacDonald,10,2,0,180.34,61.23,180.34,Switch,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,32.0
Izabela Badurek,6,3,0,165.1,52.16,182.88,Orthodox,3.74,71.0,4.9,32.0,1.75,12.0,100.0,0.0,34.0
Alavutdin Gadjiev,18,13,1,187.96,83.91,182.88,Orthodox,0.99,27.0,0.99,57.0,0.0,0.0,50.0,0.0,43.0
Zviad Lazishvili,13,1,0,167.64,61.23,175.26,Orthodox,4.2,39.0,6.13,51.0,0.0,0.0,0.0,0.0,34.0
Scott McAfee,14,7,0,172.72,70.31,182.88,Orthodox,0.0,0.0,1.33,50.0,0.0,0.0,0.0,0.0,42.0
Cameron Smotherman,8,4,0,175.26,61.23,175.26,Orthodox,4.0,36.0,13.0,35.0,0.0,0.0,0.0,0.0,28.0
Rafael Carvalho,14,1,0,190.5,83.91,182.88,Unknown,1.94,50.0,1.84,54.0,2.77,40.0,70.0,0.0,42.0
Chris Hofmann,9,2,0,182.88,77.11,182.88,Orthodox,4.78,45.0,4.63,35.0,3.42,42.0,0.0,0.0,36.0
Jaimelene Nievera,7,4,0,165.1,56.7,182.88,Orthodox,1.67,53.0,8.73,33.0,1.79,16.0,0.0,0.0,41.0
Brandon Magana,6,2,0,177.8,77.11,182.88,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Jaime Alvarez,6,1,0,172.72,56.7,175.26,Orthodox,2.73,40.0,4.53,56.0,1.0,33.0,50.0,0.0,37.0
Emanuel Newton,26,12,1,185.42,92.99,182.88,Unknown,1.92,49.0,1.35,51.0,2.02,100.0,0.0,0.0,44.0
Gary Mangat,15,3,0,170.18,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Steve Kozola,8,0,0,177.8,70.31,182.88,Unknown,3.9,39.0,4.36,50.0,2.34,100.0,100.0,0.0,39.0
Shonte Barnes,6,2,1,180.34,83.91,193.04,Southpaw,2.32,38.0,1.55,67.0,0.0,0.0,60.0,0.0,38.0
Jesse Juarez,23,12,0,185.42,77.11,182.88,Orthodox,1.71,48.0,2.87,52.0,2.69,33.0,50.0,0.0,44.0
Brendon Marotte,8,2,0,175.26,70.31,177.8,Orthodox,3.0,100.0,42.0,33.0,0.0,0.0,0.0,0.0,29.0
Yuji Nagata,0,2,0,182.88,102.06,182.88,Orthodox,1.45,40.0,14.46,4.0,0.0,0.0,0.0,0.0,57.0
Alton Cunningham,4,2,0,187.96,92.99,195.58,Orthodox,3.33,75.0,4.94,20.0,1.67,10.0,100.0,0.0,32.0
Nikolay Veretennikov,9,4,0,185.42,77.11,187.96,Orthodox,3.47,65.0,3.53,56.0,0.0,0.0,50.0,0.0,36.0
Chad Johnson,6,2,0,187.96,104.33,203.2,Orthodox,5.92,68.0,7.8,40.0,0.0,0.0,0.0,0.0,39.0
Marcus Brimage,7,7,0,162.56,61.23,180.34,Southpaw,3.97,35.0,3.64,56.0,0.56,100.0,80.0,0.0,40.0
Jared Papazian,20,13,0,172.72,61.23,170.18,Southpaw,3.33,39.0,3.81,44.0,0.0,0.0,50.0,0.0,37.0
Matheus Scheffel,14,7,0,187.96,92.99,190.5,Orthodox,1.33,36.0,3.0,47.0,0.0,0.0,100.0,0.0,33.0
Scott Bessac,4,6,0,193.04,111.13,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0
Yuki Ishikawa,0,2,0,180.34,92.99,182.88,Orthodox,1.07,28.0,8.57,11.0,0.0,0.0,50.0,0.0,44.0
Julie Kedzie,16,13,0,165.1,61.23,182.88,Orthodox,2.9,36.0,3.18,46.0,1.14,23.0,78.0,0.0,44.0
Dennis Dombrow,7,5,0,177.8,65.77,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Tulio Palhares,2,16,0,177.8,81.65,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Peter Petties,5,3,0,180.34,65.77,182.88,Southpaw,2.61,29.0,8.24,48.0,0.0,0.0,0.0,0.0,35.0
Jake Hecht,11,4,0,182.88,77.11,185.42,Orthodox,3.26,47.0,2.76,56.0,2.04,37.0,40.0,0.0,41.0
Bobby Stack,8,3,0,175.26,70.31,182.88,Orthodox,1.0,20.0,2.89,34.0,7.48,45.0,100.0,0.0,39.0
Henrique Shiguemoto,13,4,1,180.34,83.91,182.88,Orthodox,3.6,33.0,6.0,16.0,0.0,0.0,50.0,0.0,36.0
Eun Soo Lee,17,4,0,185.42,97.52,182.88,Orthodox,0.0,0.0,3.05,60.0,0.0,0.0,50.0,0.0,43.0
Bristol Marunde,16,10,0,185.42,77.11,190.5,Orthodox,1.42,21.0,4.4,47.0,1.6,33.0,14.0,0.0,43.0
Ivan Shtyrkov,15,0,1,182.88,92.99,187.96,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
Emilio Chavez,12,9,0,175.26,65.77,182.88,Unknown,2.73,48.0,1.53,54.0,3.0,50.0,0.0,0.0,36.0
Edward Faaloloto,2,5,0,177.8,70.31,177.8,Orthodox,2.28,32.0,6.25,44.0,1.01,25.0,33.0,0.0,41.0
Brian McLaughlin,6,2,0,175.26,70.31,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Adam Smith,0,3,0,177.8,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Carina Damm,2,13,0,162.56,61.23,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0
Minoru Toyonaga,2,5,0,180.34,88.45,182.88,Southpaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0
Wataru Sakata,11,14,0,175.26,88.45,182.88,Southpaw,1.11,61.0,2.08,31.0,0.0,0.0,0.0,0.0,52.0
Victor Madrigal,15,5,0,170.18,61.23,180.34,Orthodox,2.31,38.0,9.56,50.0,0.0,0.0,0.0,0.0,35.0
Ray Steinbeiss,14,7,0,180.34,77.11,182.88,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,46.0
Stipe Miocic,20,4,0,193.04,108.86,203.2,Orthodox,4.82,53.0,3.82,54.0,1.86,34.0,68.0,0.0,43.0
CJ Fernandes,14,8,3,187.96,77.11,182.88,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
Joe Benoit,11,4,0,175.26,77.11,182.88,Orthodox,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,43.0
